,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
1509,Mercedes-Benz,A200,2020.0,Benzine,Automatic,Sedan,1300.0,1
1510,Mercedes-Benz,A200,2021.0,Benzine,Automatic,Sedan,1300.0,1
1511,Mercedes-Benz,A200,2022.0,Benzine,Automatic,Sedan,1300.0,1
1935,Opel,Grandland,2021.0,Benzine,Automatic,SUV,1600.0,1
1516,Mercedes-Benz,B180,2014.0,Benzine,Automatic,SUV,1600.0,1
1513,Mercedes-Benz,A200,2026.0,Benzine,Automatic,Sedan,2000.0,1
1933,Opel,Grandland,2020.0,Benzine,Automatic,4X4,1600.0,1
1514,Mercedes-Benz,A250e,2010.0,Benzine,Automatic,Sedan,1600.0,1
1931,Opel,Crossland,2022.0,Benzine,Automatic,SUV,1600.0,1
1515,Mercedes-Benz,B180,2014.0,Benzine,Automatic,Hatchback,1600.0,1
1929,Opel,Crossland,2020.0,Benzine,Automatic,SUV,1200.0,1
1928,Opel,Crossland,2020.0,Benzine,Automatic,Estate,1200.0,1
1530,Mercedes-Benz,C180,2013.0,Benzine,Automatic,Sports / Coupe,1600.0,1
1531,Mercedes-Benz,C180,2013.0,Diesel,Automatic,Sedan,1600.0,1
1913,Opel,Corsa,1999.0,Benzine,Manual,Hatchback,1400.0,1
1562,Mercedes-Benz,C200,2020.0,Benzine,Automatic,Convertible,1499.0,1
1893,Opel,Astra,2014.0,Benzine,Automatic,Sedan,1600.0,1
1891,Opel,Astra,2012.0,Benzine,Automatic,Hatchback,1600.0,1
1558,Mercedes-Benz,C200,2008.0,Benzine,Automatic,Sedan,2000.0,1
1559,Mercedes-Benz,C200,2019.0,Benzine,Automatic,Convertible,1500.0,1
1889,Opel,Astra,2009.0,Benzine,Automatic,Sedan,1600.0,1
1888,Opel,Astra,2009.0,Benzine,Automatic,Hatchback,1600.0,1
1561,Mercedes-Benz,C200,2019.0,Hybrid,Automatic,Sports / Coupe,1500.0,1
1563,Mercedes-Benz,C200,2020.0,Benzine,Automatic,Sedan,2000.0,1
1894,Opel,Astra,2014.0,Diesel,Automatic,Sedan,1600.0,1
1886,Opel,Astra,2007.0,Benzine,Manual,Hatchback,1600.0,1
1564,Mercedes-Benz,C200,2020.0,Benzine,Automatic,Sports / Coupe,1500.0,1
1885,Opel,Astra,2007.0,Benzine,Automatic,Sedan,1600.0,1
1883,Opel,Astra,2007.0,Benzine,Automatic,Hatchback,1600.0,1
1568,Mercedes-Benz,C200,2023.0,Benzine,Automatic,Sedan,1600.0,1
1569,Mercedes-Benz,C200,2023.0,Hybrid,Automatic,Sedan,1500.0,1
1881,Opel,Astra,2001.0,Diesel,Manual,Sedan,1600.0,1
1557,Mercedes-Benz,C200,2008.0,Benzine,Automatic,Sedan,1800.0,1
1554,Mercedes-Benz,C180,2024.0,Benzine,Automatic,Sedan,1800.0,1
1912,Opel,Corsa,1999.0,Benzine,Manual,Hatchback,1000.0,1
1908,Opel,Corsa,1997.0,Benzine,Manual,Hatchback,1200.0,1
1534,Mercedes-Benz,C180,2016.0,Benzine,Automatic,Sedan,1500.0,1
1535,Mercedes-Benz,C180,2017.0,Benzine,Automatic,Convertible,1600.0,1
1536,Mercedes-Benz,C180,2018.0,Diesel,Automatic,Sedan,1600.0,1
1911,Opel,Corsa,1999.0,Benzine,Automatic,Hatchback,1400.0,1
1910,Opel,Corsa,1998.0,Benzine,Manual,Sedan,1200.0,1
1540,Mercedes-Benz,C180,2019.0,Benzine,Automatic,Sports / Coupe,1500.0,1
1909,Opel,Corsa,1998.0,Benzine,Manual,Hatchback,1400.0,1
1907,Opel,Corsa,1995.0,Diesel,Manual,Hatchback,1200.0,1
1551,Mercedes-Benz,C180,2023.0,Benzine,Automatic,Sports / Coupe,1600.0,1
1906,Opel,Corsa,1995.0,Benzine,Manual,Hatchback,1200.0,1
1904,Opel,Corsa,1994.0,Benzine,Automatic,Hatchback,1400.0,1
1903,Opel,Astra,2026.0,Benzine,Automatic,Sedan,1600.0,1
1544,Mercedes-Benz,C180,2022.0,Benzine,Automatic,SUV,1800.0,1
1854,Nissan,Sunny,2016.0,Benzine,Automatic,Sedan,1600.0,1
1548,Mercedes-Benz,C180,2022.0,Diesel,Automatic,Sports / Coupe,1500.0,1
1900,Opel,Astra,2019.0,Benzine,Automatic,Sedan,1600.0,1
1594,Mercedes-Benz,CLA 200,2024.0,Benzine,Automatic,Sedan,1300.0,1
1835,Nissan,Sentra,2026.0,Benzine,Automatic,Sedan,1500.0,1
1853,Nissan,Sunny,2015.0,Benzine,Automatic,Sedan,1600.0,1
1770,Mitsubishi,Lancer,2001.0,Benzine,Automatic,Sedan,1300.0,1
1686,Mercedes-Benz,GLC 200,2026.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1776,Mitsubishi,Lancer,2008.0,Benzine,Manual,Sedan,1300.0,1
1687,Mercedes-Benz,GLC 300,2020.0,Benzine,Automatic,SUV,2000.0,1
1775,Mitsubishi,Lancer,2008.0,Benzine,Automatic,Sedan,1600.0,1
1688,Mercedes-Benz,GLC 300,2020.0,Benzine,Automatic,Sedan,2000.0,1
1690,Mercedes-Benz,GLC 300,2023.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1772,Mitsubishi,Lancer,2005.0,Benzine,Manual,Sedan,1300.0,1
1771,Mitsubishi,Lancer,2005.0,Benzine,Automatic,Sedan,1600.0,1
1692,Mercedes-Benz,GLC 300,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1769,Mitsubishi,Lancer,2000.0,Benzine,Automatic,Sedan,1500.0,1
1778,Mitsubishi,Lancer,2012.0,Benzine,Automatic,Sedan,1600.0,1
1693,Mercedes-Benz,GLC 300,2025.0,Benzine,Automatic,Other,2000.0,1
1768,Mitsubishi,Lancer,1999.0,Diesel,Manual,Sedan,1300.0,1
1694,Mercedes-Benz,GLC 300,2025.0,Benzine,Automatic,SUV,2000.0,1
1695,Mercedes-Benz,GLC 300,2025.0,Benzine,Automatic,Sedan,2000.0,1
1766,Mitsubishi,Lancer,1999.0,Benzine,Automatic,Sedan,1800.0,1
1699,Mercedes-Benz,GLC 43,2025.0,Benzine,Automatic,SUV,2000.0,1
1765,Mitsubishi,Lancer,1999.0,Benzine,Automatic,Sedan,1500.0,1
1701,Mercedes-Benz,GLC 43,2026.0,Benzine,Automatic,Sedan,2000.0,1
1703,Mercedes-Benz,GLE,2025.0,Benzine,Automatic,SUV,3000.0,1
1685,Mercedes-Benz,GLC 200,2025.0,Hybrid,Automatic,SUV,2000.0,1
1780,Mitsubishi,Lancer,2013.0,Hybrid,Automatic,Sedan,1600.0,1
1705,Mercedes-Benz,GLE 450,2022.0,Benzine,Automatic,SUV,3000.0,1
1789,Mitsubishi,Pajero,1997.0,Benzine,Automatic,4X4,3000.0,1
1668,Mercedes-Benz,GLA 200,2025.0,Benzine,Automatic,SUV,1300.0,1
1795,Mitsubishi,Pajero,2017.0,Benzine,Automatic,4X4,3500.0,1
1669,Mercedes-Benz,GLA 200,2026.0,Benzine,Automatic,Hatchback,1300.0,1
1792,Mitsubishi,Pajero,2014.0,Benzine,Automatic,4X4,3500.0,1
1791,Mitsubishi,Pajero,2009.0,Benzine,Automatic,4X4,3000.0,1
1670,Mercedes-Benz,GLA 200,2026.0,Benzine,Automatic,Hatchback,1340.0,1
1790,Mitsubishi,Pajero,2006.0,Benzine,Automatic,4X4,3800.0,1
1672,Mercedes-Benz,GLA 200,2026.0,Benzine,Automatic,SUV,1330.0,1
1673,Mercedes-Benz,GLC,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1788,Mitsubishi,Outlander,2025.0,Benzine,Automatic,SUV,1600.0,1
1782,Mitsubishi,Lancer,2015.0,Benzine,Automatic,Sedan,1500.0,1
1674,Mercedes-Benz,GLC,2025.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1675,Mercedes-Benz,GLC,2026.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1787,Mitsubishi,Mirage,2025.0,Benzine,Automatic,Hatchback,1200.0,1
1786,Mitsubishi,Mirage,1999.0,Benzine,Automatic,Sedan,1800.0,1
1676,Mercedes-Benz,GLC 200,2020.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1785,Mitsubishi,Lancer,2017.0,Benzine,Automatic,Sedan,1600.0,1
1677,Mercedes-Benz,GLC 200,2021.0,Benzine,Automatic,SUV,2000.0,1
1678,Mercedes-Benz,GLC 200,2022.0,Benzine,Automatic,4X4,2000.0,1
1681,Mercedes-Benz,GLC 200,2023.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1704,Mercedes-Benz,GLE 450,2021.0,Benzine,Automatic,SUV,3000.0,1
1706,Mercedes-Benz,GLE 450,2023.0,Benzine,Automatic,SUV,3000.0,1
1797,Mitsubishi,Pajero,2020.0,Benzine,Automatic,4X4,3800.0,1
1738,Mercedes-Benz,Viano,2026.0,Benzine,Automatic,MPV,2000.0,1
1720,Mercedes-Benz,GT 43,2021.0,Benzine,Automatic,Sedan,3000.0,1
1745,Mitsubishi,Colt,1997.0,Benzine,Automatic,Sports / Coupe,1800.0,1
1744,Mitsubishi,Atrage,2016.0,Benzine,Automatic,Sedan,1300.0,1
1721,Mercedes-Benz,M-Class,2015.0,Benzine,Automatic,4X4,3000.0,1
1743,Mitsubishi,Atrage,2015.0,Benzine,Automatic,Sedan,1200.0,1
1722,Mercedes-Benz,Maybach S600,2016.0,Benzine,Automatic,Sedan,6000.0,1
1741,Mitsubishi,Atrage,2014.0,Benzine,Automatic,Sedan,1100.0,1
1740,Mercedes-Benz,Vito,2026.0,Benzine,Automatic,Van / Bus,2000.0,1
1723,Mercedes-Benz,Other,2025.0,Electric,Automatic,Sports / Coupe,733.0,1
1724,Mercedes-Benz,Other,2026.0,Benzine,Automatic,Van / Bus,2000.0,1
1747,Mitsubishi,Eclipse,2020.0,Benzine,Automatic,SUV,1500.0,1
1725,Mercedes-Benz,S300,1982.0,Benzine,Automatic,Sedan,3200.0,1
1736,Mercedes-Benz,SLC-Class,2018.0,Benzine,Automatic,Convertible,2000.0,1
1726,Mercedes-Benz,S320,1993.0,Benzine,Automatic,Sedan,3000.0,1
1735,Mercedes-Benz,SL-Class,2024.0,Benzine,Automatic,Convertible,1991.0,1
1734,Mercedes-Benz,SL Roadster,2025.0,Benzine,Automatic,Convertible,2000.0,1
1733,Mercedes-Benz,SEL 280,1981.0,Benzine,Automatic,Sedan,3000.0,1
1727,Mercedes-Benz,S350,2009.0,Benzine,Automatic,Sedan,3500.0,1
1728,Mercedes-Benz,S450,2023.0,Benzine,Automatic,Sedan,3000.0,1
1729,Mercedes-Benz,S500,2007.0,Benzine,Automatic,Sedan,5500.0,1
1746,Mitsubishi,Colt,1999.0,Benzine,Automatic,Hatchback,1500.0,1
1717,Mercedes-Benz,GLS,2023.0,Benzine,Automatic,SUV,5000.0,1
1707,Mercedes-Benz,GLE 450,2024.0,Benzine,Automatic,SUV,3000.0,1
1756,Mitsubishi,Lancer,1993.0,Benzine,Automatic,Sedan,1300.0,1
1762,Mitsubishi,Lancer,1998.0,Benzine,Automatic,Sedan,1300.0,1
1761,Mitsubishi,Lancer,1997.0,Benzine,Automatic,Sedan,1500.0,1
1760,Mitsubishi,Lancer,1997.0,Benzine,Automatic,Sedan,1300.0,1
1759,Mitsubishi,Lancer,1996.0,Benzine,Manual,Sedan,1500.0,1
1758,Mitsubishi,Lancer,1994.0,Benzine,Manual,Sedan,1300.0,1
1708,Mercedes-Benz,GLE 450,2025.0,Benzine,Automatic,SUV,3000.0,1
1709,Mercedes-Benz,GLK,2015.0,Benzine,Automatic,4X4,2000.0,1
1710,Mercedes-Benz,GLK 250,2015.0,Benzine,Automatic,4X4,1800.0,1
1711,Mercedes-Benz,GLK 250,2015.0,Benzine,Automatic,SUV,2000.0,1
1755,Mitsubishi,Lancer,1992.0,Benzine,Manual,Sedan,1600.0,1
1748,Mitsubishi,Eclipse,2021.0,Benzine,Automatic,SUV,1500.0,1
1754,Mitsubishi,Lancer,1991.0,Benzine,Manual,Sedan,1500.0,1
1753,Mitsubishi,Galant,1989.0,Benzine,Manual,Hatchback,2000.0,1
1712,Mercedes-Benz,GLK 300,2010.0,Benzine,Automatic,4X4,3000.0,1
1752,Mitsubishi,Galant,1979.0,Benzine,Manual,Sedan,1500.0,1
1714,Mercedes-Benz,GLS,2022.0,Benzine,Automatic,SUV,4000.0,1
1715,Mercedes-Benz,GLS,2023.0,Benzine,Automatic,4X4,4000.0,1
1751,Mitsubishi,Eclipse,2025.0,Benzine,Automatic,SUV,1500.0,1
1750,Mitsubishi,Eclipse,2025.0,Benzine,Automatic,4X4,1500.0,1
1749,Mitsubishi,Eclipse,2024.0,Benzine,Automatic,Hatchback,1500.0,1
1796,Mitsubishi,Pajero,2017.0,Benzine,Automatic,4X4,3800.0,1
1667,Mercedes-Benz,GLA 200,2024.0,Benzine,Automatic,Hatchback,1300.0,1
1596,Mercedes-Benz,CLA 200,2024.0,Benzine,Automatic,Sedan,1500.0,1
1830,Nissan,Sentra,2023.0,Benzine,Automatic,Sedan,1598.0,1
1619,Mercedes-Benz,E200,2023.0,Benzine,Automatic,Convertible,2000.0,1
1620,Mercedes-Benz,E200,2023.0,Benzine,Automatic,Sedan,2000.0,1
1731,Mercedes-Benz,S560,2020.0,Benzine,Automatic,Sedan,4000.0,1
1621,Mercedes-Benz,E200,2023.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1623,Mercedes-Benz,E200,2025.0,Benzine,Automatic,Sedan,1500.0,1
1832,Nissan,Sentra,2024.0,Benzine,Automatic,Sedan,1500.0,1
1625,Mercedes-Benz,E200,2026.0,Benzine,Automatic,Sedan,200.0,1
1831,Nissan,Sentra,2023.0,Benzine,Automatic,Sedan,1600.0,1
1627,Mercedes-Benz,E240,2003.0,Benzine,Automatic,Sedan,2600.0,1
1628,Mercedes-Benz,E250,2010.0,Benzine,Automatic,Convertible,1800.0,1
1617,Mercedes-Benz,E200,2021.0,Hybrid,Automatic,Convertible,2000.0,1
1629,Mercedes-Benz,E250,2011.0,Benzine,Automatic,Sedan,1800.0,1
1630,Mercedes-Benz,E280,2006.0,Benzine,Automatic,Sedan,2800.0,1
1828,Nissan,Sentra,2019.0,Benzine,Automatic,Sedan,1600.0,1
1827,Nissan,Sentra,2018.0,Benzine,Automatic,Sedan,1600.0,1
1631,Mercedes-Benz,E280,2022.0,Benzine,Automatic,Sedan,2000.0,1
1633,Mercedes-Benz,E300,2011.0,Benzine,Automatic,Sedan,3000.0,1
1634,Mercedes-Benz,E300,2016.0,Benzine,Automatic,Sedan,2000.0,1
1635,Mercedes-Benz,E300,2019.0,Benzine,Automatic,Sedan,2000.0,1
1636,Mercedes-Benz,E300,2020.0,Benzine,Automatic,Sedan,2000.0,1
1837,Nissan,Sunny,1994.0,Benzine,Manual,Sedan,1600.0,1
1614,Mercedes-Benz,E200,2019.0,Benzine,Automatic,Sedan,2000.0,1
1638,Mercedes-Benz,E300,2022.0,Benzine,Automatic,Sedan,2000.0,1
1602,Mercedes-Benz,CLA 200,2026.0,Benzine,Automatic,Sports / Coupe,1300.0,1
1852,Nissan,Sunny,2015.0,Benzine,Automatic,Sedan,1500.0,1
1851,Nissan,Sunny,2013.0,Benzine,Automatic,Sedan,1600.0,1
1597,Mercedes-Benz,CLA 200,2025.0,Benzine,Automatic,Sedan,1300.0,1
1598,Mercedes-Benz,CLA 200,2025.0,Benzine,Automatic,Sedan,1400.0,1
1599,Mercedes-Benz,CLA 200,2025.0,Benzine,Automatic,Sports / Coupe,1300.0,1
1849,Nissan,Sunny,2011.0,Benzine,Manual,Sedan,1500.0,1
1600,Mercedes-Benz,CLA 200,2026.0,Benzine,Automatic,Sedan,1330.0,1
1601,Mercedes-Benz,CLA 200,2026.0,Benzine,Automatic,Sedan,1400.0,1
1847,Nissan,Sunny,2010.0,Benzine,Manual,Sedan,1600.0,1
1603,Mercedes-Benz,CLA 200,2026.0,Benzine,Automatic,Sports / Coupe,1500.0,1
1839,Nissan,Sunny,2002.0,Benzine,Automatic,Sedan,1300.0,1
1844,Nissan,Sunny,2008.0,Benzine,Manual,Sedan,1600.0,1
1604,Mercedes-Benz,CLE 200,2026.0,Benzine,Automatic,Convertible,2000.0,1
1605,Mercedes-Benz,CLE 200,2026.0,Electric,Automatic,Sports / Coupe,2000.0,1
1608,Mercedes-Benz,E180,2018.0,Benzine,Automatic,Sedan,1600.0,1
1610,Mercedes-Benz,E200,1998.0,Benzine,Automatic,Sedan,2000.0,1
1611,Mercedes-Benz,E200,2013.0,Benzine,Automatic,Sedan,2000.0,1
1840,Nissan,Sunny,2002.0,Benzine,Manual,Sedan,1300.0,1
1612,Mercedes-Benz,E200,2016.0,Benzine,Automatic,Sedan,1800.0,1
1613,Mercedes-Benz,E200,2018.0,Benzine,Automatic,Convertible,2000.0,1
1824,Nissan,Qashqai,2022.0,Diesel,Automatic,SUV,1600.0,1
1639,Mercedes-Benz,E300,2024.0,Hybrid,Automatic,Sedan,2000.0,1
1798,Mitsubishi,Pajero,2022.0,Benzine,Automatic,SUV,3800.0,1
1804,Nissan,Juke,2014.0,Benzine,Automatic,SUV,1600.0,1
1810,Nissan,Patrol,2024.0,Benzine,Automatic,SUV,5600.0,1
1809,Nissan,Other,1980.0,Diesel,Manual,Pickup,1600.0,1
1808,Nissan,Maxima,2000.0,Benzine,Automatic,Sedan,2000.0,1
1807,Nissan,Livina,2009.0,Benzine,Automatic,Hatchback,1600.0,1
1806,Nissan,Juke,2026.0,Benzine,Automatic,Hatchback,1000.0,1
1659,Mercedes-Benz,GLA,2018.0,Benzine,Automatic,MPV,1600.0,1
1805,Nissan,Juke,2021.0,Benzine,Automatic,Hatchback,1000.0,1
1660,Mercedes-Benz,GLA 200,2015.0,Benzine,Automatic,Hatchback,1600.0,1
1661,Mercedes-Benz,GLA 200,2019.0,Benzine,Automatic,Hatchback,1600.0,1
1803,Nissan,Juke,2012.0,Benzine,Automatic,Hatchback,1600.0,1
1658,Mercedes-Benz,GL-Class,2023.0,Benzine,Automatic,4X4,4000.0,1
1662,Mercedes-Benz,GLA 200,2020.0,Benzine,Automatic,SUV,1590.0,1
1802,Mitsubishi,Xpander,2025.0,Diesel,Automatic,SUV,1500.0,1
1801,Mitsubishi,Xpander,2024.0,Benzine,Automatic,SUV,1600.0,1
1800,Mitsubishi,Xpander,2023.0,Benzine,Automatic,SUV,1500.0,1
1663,Mercedes-Benz,GLA 200,2020.0,Benzine,Automatic,SUV,1600.0,1
1664,Mercedes-Benz,GLA 200,2021.0,Benzine,Automatic,SUV,1300.0,1
1665,Mercedes-Benz,GLA 200,2021.0,Benzine,Automatic,SUV,1350.0,1
1799,Mitsubishi,Xpander,2022.0,Benzine,Automatic,Estate,1500.0,1
1666,Mercedes-Benz,GLA 200,2023.0,Benzine,Automatic,SUV,1300.0,1
1811,Nissan,Qashqai,2013.0,Benzine,Automatic,Hatchback,1600.0,1
1657,Mercedes-Benz,GL-Class,2023.0,Benzine,Automatic,4X4,577.0,1
1822,Nissan,Qashqai,2020.0,Benzine,Automatic,SUV,1600.0,1
1647,Mercedes-Benz,EQE 500,2024.0,Electric,Automatic,SUV,100.0,1
1640,Mercedes-Benz,E320,2003.0,Benzine,Automatic,Sedan,3200.0,1
1821,Nissan,Qashqai,2019.0,Benzine,Automatic,SUV,1300.0,1
1641,Mercedes-Benz,E350,2014.0,Benzine,Automatic,Sedan,3500.0,1
1642,Mercedes-Benz,E350,2018.0,Benzine,Automatic,Sedan,2000.0,1
1643,Mercedes-Benz,E350,2018.0,Hybrid,Automatic,Sedan,2000.0,1
1644,Mercedes-Benz,EQA 260,2025.0,Electric,Automatic,SUV,140.0,1
1817,Nissan,Qashqai,2018.0,Benzine,Automatic,Hatchback,1200.0,1
1645,Mercedes-Benz,EQB,2026.0,Electric,Automatic,Estate,215.0,1
1646,Mercedes-Benz,EQE,2024.0,Electric,Automatic,Hatchback,180.0,1
1816,Nissan,Qashqai,2018.0,Benzine,Automatic,4X4,1200.0,1
1656,Mercedes-Benz,G63,2026.0,Benzine,Automatic,SUV,4000.0,1
1648,Mercedes-Benz,EQS 580,2023.0,Electric,Automatic,SUV,6000.0,1
1650,Mercedes-Benz,G63,2021.0,Benzine,Automatic,4X4,4000.0,1
1651,Mercedes-Benz,G63,2022.0,Benzine,Automatic,Hatchback,4000.0,1
1815,Nissan,Qashqai,2017.0,Benzine,Automatic,Sedan,1600.0,1
1652,Mercedes-Benz,G63,2022.0,Benzine,Automatic,SUV,4000.0,1
1653,Mercedes-Benz,G63,2023.0,Benzine,Automatic,4X4,4000.0,1
1654,Mercedes-Benz,G63,2024.0,Benzine,Automatic,4X4,4000.0,1
1655,Mercedes-Benz,G63,2024.0,Benzine,Automatic,SUV,4000.0,1
1813,Nissan,Qashqai,2015.0,Benzine,Automatic,SUV,1200.0,1
0,Alfa Romeo,156,2002.0,Benzine,Manual,Sedan,2000.0,1
2094,Proton,Saga,2010.0,Diesel,Automatic,Sedan,1400.0,1
1938,Opel,Grandland,2025.0,Benzine,Automatic,SUV,1600.0,1
2450,Suzuki,Maruti,2010.0,Benzine,Manual,Hatchback,900.0,1
2443,Suzuki,Maruti,2005.0,Benzine,Manual,Hatchback,800.0,1
2444,Suzuki,Maruti,2007.0,Benzine,Manual,Hatchback,800.0,1
2445,Suzuki,Maruti,2008.0,Benzine,Manual,Hatchback,800.0,1
2446,Suzuki,Maruti,2008.0,Benzine,Manual,Small city car,800.0,1
2448,Suzuki,Maruti,2009.0,Benzine,Manual,Small city car,800.0,1
2449,Suzuki,Maruti,2010.0,Benzine,Manual,Hatchback,800.0,1
2451,Suzuki,Maruti,2011.0,Benzine,Manual,Hatchback,800.0,1
2460,Suzuki,S-Presso,2022.0,Benzine,Manual,Hatchback,1000.0,1
2453,Suzuki,Other,2015.0,Benzine,Automatic,Pickup,122.0,1
2454,Suzuki,Pick up,2003.0,Benzine,Manual,Pickup,1000.0,1
2455,Suzuki,Pick up,2016.0,Benzine,Manual,Pickup,1000.0,1
2456,Suzuki,Pick up,2016.0,Benzine,Manual,Pickup,1200.0,1
2457,Suzuki,S-Presso,2021.0,Benzine,Manual,Hatchback,999.0,1
2458,Suzuki,S-Presso,2021.0,Benzine,Manual,Hatchback,1000.0,1
2442,Suzuki,Maruti,1997.0,Benzine,Manual,Hatchback,800.0,1
2441,Suzuki,Maruti,1994.0,Benzine,Manual,Hatchback,800.0,1
2440,Suzuki,Jimny,2008.0,Benzine,Automatic,Hatchback,1600.0,1
2438,Suzuki,Grand Vitara,2007.0,Benzine,Manual,Hatchback,1600.0,1
2437,Suzuki,Grand Vitara,2007.0,Benzine,Manual,4X4,1600.0,1
2436,Suzuki,Dzire,2023.0,Benzine,Automatic,Sedan,1200.0,1
2435,Suzuki,Dzire,2021.0,Benzine,Manual,Sedan,1200.0,1
2434,Suzuki,Ciaz,2024.0,Benzine,Automatic,Sedan,1500.0,1
2432,Suzuki,Ciaz,2021.0,Benzine,Automatic,Sedan,1500.0,1
2431,Suzuki,Celerio,2024.0,Benzine,Manual,Hatchback,1000.0,1
2430,Suzuki,Celerio,2011.0,Benzine,Manual,Hatchback,1300.0,1
2429,Suzuki,Celerio,2011.0,Benzine,Manual,Hatchback,1000.0,1
2428,Suzuki,Celerio,2010.0,Benzine,Manual,Hatchback,1000.0,1
2427,Suzuki,Baleno,2026.0,Benzine,Automatic,Sedan,1500.0,1
2426,Suzuki,Baleno,2026.0,Benzine,Automatic,Hatchback,1500.0,1
2425,Suzuki,Baleno,1999.0,Benzine,Manual,Sedan,1300.0,1
2424,Suzuki,Baleno,1997.0,Benzine,Manual,Sedan,1600.0,1
2459,Suzuki,S-Presso,2021.0,Benzine,Manual,SUV,1000.0,1
2461,Suzuki,S-Presso,2025.0,Benzine,Automatic,Small city car,1000.0,1
2419,Suzuki,Alto,2007.0,Benzine,Manual,Hatchback,1100.0,1
2492,Toyota,86,2024.0,Benzine,Automatic,Sports / Coupe,2400.0,1
2485,Suzuki,Van,2015.0,Benzine,Manual,Van / Bus,1300.0,1
2486,Suzuki,Van,2015.0,Benzine,Manual,Van / Bus,1400.0,1
2487,Suzuki,Van,2015.0,Benzine,Manual,Van / Bus,1600.0,1
2488,Suzuki,Van,2020.0,Benzine,Manual,Van / Bus,1000.0,1
2490,Suzuki,Vitara,2000.0,Benzine,Automatic,4X4,2000.0,1
2491,Tesla,Cybertruck,2025.0,Electric,Automatic,SUV,9000.0,1
2493,Toyota,Avalon,2009.0,Benzine,Automatic,Sedan,3500.0,1
2462,Suzuki,S-Presso,2026.0,Benzine,Automatic,SUV,1000.0,1
2494,Toyota,Avanza,2009.0,Benzine,Automatic,Hatchback,1500.0,1
2495,Toyota,Avanza,2009.0,Benzine,Automatic,MPV,1500.0,1
2496,Toyota,Avanza,2009.0,Benzine,Manual,SUV,1500.0,1
2497,Toyota,Avensis,2008.0,Benzine,Manual,Sedan,1600.0,1
2498,Toyota,BZ3,2025.0,Electric,Automatic,SUV,210.0,1
2499,Toyota,Belta,2022.0,Benzine,Automatic,Sedan,1600.0,1
2484,Suzuki,Van,2015.0,Benzine,Manual,Van / Bus,1000.0,1
2483,Suzuki,Van,2014.0,Benzine,Manual,Van / Bus,1300.0,1
2482,Suzuki,Van,2013.0,Benzine,Manual,Van / Bus,1000.0,1
2481,Suzuki,Van,2012.0,Benzine,Manual,Van / Bus,1000.0,1
2480,Suzuki,Van,2009.0,Benzine,Manual,Van / Bus,1300.0,1
2479,Suzuki,Van,2008.0,Benzine,Manual,Van / Bus,1200.0,1
2477,Suzuki,Van,2007.0,Benzine,Manual,Van / Bus,1000.0,1
2476,Suzuki,Van,1992.0,Benzine,Manual,Van / Bus,100.0,1
2475,Suzuki,Swift,2026.0,Benzine,Automatic,SUV,1400.0,1
2473,Suzuki,Swift,2024.0,Benzine,Automatic,Hatchback,1200.0,1
2472,Suzuki,Swift,2022.0,Benzine,Automatic,Hatchback,1300.0,1
2469,Suzuki,Swift,2015.0,Benzine,Automatic,Sedan,1200.0,1
2468,Suzuki,Swift,1998.0,Benzine,Manual,Sedan,1300.0,1
2467,Suzuki,Swift,1996.0,Benzine,Manual,Sedan,1300.0,1
2466,Suzuki,Swift,1995.0,Benzine,Manual,Sedan,1300.0,1
2465,Suzuki,Swift,1994.0,Benzine,Manual,Sedan,1300.0,1
2463,Suzuki,SX4,2008.0,Benzine,Automatic,Sedan,1600.0,1
2421,Suzuki,Alto,2009.0,Benzine,Manual,Hatchback,1100.0,1
2418,Suzuki,Alto,2007.0,Benzine,Manual,Hatchback,1000.0,1
1939,Opel,Grandland,2026.0,Benzine,Automatic,SUV,1600.0,1
2358,Soueast,S 09,2026.0,Benzine,Automatic,SUV,1600.0,1
2351,Skoda,Superb,2022.0,Benzine,Automatic,Sedan,1400.0,1
2352,Skoda,Superb,2023.0,Benzine,Automatic,Sedan,1400.0,1
2353,Skoda,Superb,2024.0,Benzine,Automatic,Sedan,1400.0,1
2354,Skoda,Superb,2025.0,Benzine,Automatic,Sedan,1500.0,1
2355,Skoda,Superb,2026.0,Benzine,Automatic,Sedan,2000.0,1
2357,Soueast,S 09,2026.0,Benzine,Automatic,Estate,1600.0,1
2360,Soueast,S05,2026.0,Benzine,Automatic,SUV,1500.0,1
2370,Speranza,A113,2009.0,Benzine,Manual,Sedan,1300.0,1
2362,Speranza,A11,2006.0,Benzine,Manual,Sedan,1600.0,1
2363,Speranza,A11,2006.0,Hybrid,Manual,Sedan,1600.0,1
2364,Speranza,A113,2008.0,Benzine,Manual,Hatchback,800.0,1
2365,Speranza,A113,2008.0,Benzine,Manual,Hatchback,1200.0,1
2367,Speranza,A113,2008.0,Benzine,Manual,Hatchback,1600.0,1
