,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
1626,Mercedes-Benz,E200,2026.0,Benzine,Automatic,Sedan,2000.0,18
1697,Mercedes-Benz,GLC 300,2026.0,Benzine,Automatic,SUV,2000.0,16
1871,Nissan,Sunny,2026.0,Benzine,Automatic,Sedan,1500.0,15
1971,Opel,Vectra,2008.0,Benzine,Automatic,Sedan,1600.0,14
1624,Mercedes-Benz,E200,2025.0,Benzine,Automatic,Sedan,2000.0,14
1573,Mercedes-Benz,C200,2026.0,Benzine,Automatic,Sedan,1500.0,12
1555,Mercedes-Benz,C180,2025.0,Benzine,Automatic,Sedan,1500.0,11
1545,Mercedes-Benz,C180,2022.0,Benzine,Automatic,Sedan,1500.0,10
1317,Kia,Sportage,2026.0,Benzine,Automatic,SUV,1600.0,10
1556,Mercedes-Benz,C180,2026.0,Benzine,Automatic,Sedan,1500.0,9
23,Audi,A5,2025.0,Benzine,Automatic,Sedan,2000.0,8
2177,Renault,Megane,2005.0,Benzine,Automatic,Sedan,1600.0,8
2179,Renault,Megane,2006.0,Benzine,Automatic,Sedan,1600.0,8
2249,Seat,Leon,2020.0,Benzine,Automatic,Hatchback,1600.0,8
1550,Mercedes-Benz,C180,2023.0,Benzine,Automatic,Sedan,1500.0,8
2164,Renault,Logan,2017.0,Benzine,Automatic,Sedan,1600.0,8
1565,Mercedes-Benz,C200,2022.0,Benzine,Automatic,Sedan,1500.0,8
1029,Hyundai,Matrix,2006.0,Benzine,Manual,Hatchback,1600.0,8
1570,Mercedes-Benz,C200,2024.0,Benzine,Automatic,Sedan,1500.0,8
1552,Mercedes-Benz,C180,2024.0,Benzine,Automatic,Sedan,1500.0,8
1836,Nissan,Sentra,2026.0,Benzine,Automatic,Sedan,1600.0,7
2115,Renault,Clio,2003.0,Benzine,Manual,Sedan,1200.0,7
2148,Renault,Logan,2010.0,Benzine,Manual,Sedan,1600.0,7
420,Chevrolet,Lanos,2015.0,Benzine,Manual,Sedan,1500.0,7
1413,MG,MG 5,2021.0,Benzine,Automatic,Sedan,1500.0,7
1739,Mercedes-Benz,Viano,2026.0,Benzine,Automatic,Van / Bus,2000.0,7
1309,Kia,Sportage,2022.0,Benzine,Automatic,SUV,1600.0,7
1572,Mercedes-Benz,C200,2025.0,Benzine,Automatic,Sedan,1500.0,7
459,Chevrolet,Optra,2026.0,Benzine,Automatic,Sedan,1500.0,7
850,Geely,Emgrand 7,2015.0,Benzine,Manual,Sedan,1600.0,7
394,Chevrolet,Cruze,2010.0,Benzine,Automatic,Sedan,1600.0,7
1061,Hyundai,Tucson,2026.0,Benzine,Automatic,SUV,1600.0,7
1567,Mercedes-Benz,C200,2023.0,Benzine,Automatic,Sedan,1500.0,6
124,BMW,520,2023.0,Benzine,Automatic,Sedan,1600.0,6
978,Hyundai,Elantra,2021.0,Benzine,Automatic,Sedan,1600.0,6
1177,Jetour,T2,2026.0,Benzine,Automatic,SUV,1500.0,6
442,Chevrolet,Optra,2008.0,Benzine,Automatic,Sedan,1600.0,6
1092,Hyundai,Verna,2015.0,Benzine,Manual,Sedan,1600.0,6
983,Hyundai,Elantra,2026.0,Benzine,Automatic,Sedan,1600.0,6
2379,Speranza,A516,2008.0,Benzine,Manual,Sedan,1600.0,6
2635,Volkswagen,Passat,2021.0,Benzine,Automatic,Sedan,1400.0,6
2568,Toyota,Yaris,2008.0,Benzine,Automatic,Sedan,1300.0,6
2161,Renault,Logan,2016.0,Benzine,Automatic,Sedan,1600.0,6
2160,Renault,Logan,2015.0,Benzine,Manual,Sedan,1600.0,6
323,Chery,Arrizo 5,2026.0,Benzine,Automatic,Sedan,1500.0,6
1542,Mercedes-Benz,C180,2020.0,Benzine,Automatic,Sedan,1500.0,6
1539,Mercedes-Benz,C180,2019.0,Benzine,Automatic,Sedan,1600.0,6
1616,Mercedes-Benz,E200,2021.0,Benzine,Automatic,Sedan,2000.0,6
2333,Skoda,Octavia,2021.0,Benzine,Automatic,Sedan,1400.0,6
520,Cupra,Terramar,2026.0,Benzine,Automatic,SUV,1400.0,6
744,Fiat,Shahin,1998.0,Benzine,Manual,Sedan,1400.0,6
1896,Opel,Astra,2016.0,Benzine,Automatic,Sedan,1600.0,6
975,Hyundai,Elantra,2019.0,Benzine,Automatic,Sedan,1600.0,6
102,BMW,320,2018.0,Benzine,Automatic,Sedan,2000.0,6
2170,Renault,Logan,2019.0,Benzine,Automatic,Sedan,1600.0,6
1528,Mercedes-Benz,C180,2013.0,Benzine,Automatic,Sedan,1600.0,6
446,Chevrolet,Optra,2009.0,Benzine,Automatic,Sedan,1600.0,6
1397,Land Rover,Velar,2025.0,Benzine,Automatic,SUV,2000.0,6
2389,Speranza,A620,2007.0,Benzine,Automatic,Sedan,2000.0,6
1783,Mitsubishi,Lancer,2015.0,Benzine,Automatic,Sedan,1600.0,6
1622,Mercedes-Benz,E200,2024.0,Benzine,Automatic,Sedan,2000.0,6
841,Geely,Emgrand,2026.0,Benzine,Automatic,Sedan,1500.0,5
1897,Opel,Astra,2017.0,Benzine,Automatic,Sedan,1600.0,5
2470,Suzuki,Swift,2021.0,Benzine,Automatic,Hatchback,1200.0,5
1443,MG,ZS,2026.0,Benzine,Automatic,SUV,1500.0,5
412,Chevrolet,Lanos,2012.0,Benzine,Manual,Sedan,1500.0,5
89,BMW,318,2019.0,Benzine,Automatic,Sedan,1500.0,5
423,Chevrolet,Lanos,2017.0,Benzine,Manual,Sedan,1500.0,5
107,BMW,320,2024.0,Benzine,Automatic,Sedan,1600.0,5
2154,Renault,Logan,2013.0,Benzine,Automatic,Sedan,1600.0,5
1895,Opel,Astra,2015.0,Benzine,Automatic,Sedan,1600.0,5
581,Daewoo,Nubira,2001.0,Benzine,Automatic,Sedan,1600.0,5
2151,Renault,Logan,2011.0,Benzine,Manual,Sedan,1600.0,5
563,Daewoo,Lanos,2008.0,Benzine,Manual,Sedan,1500.0,5
652,Fiat,128,1979.0,Benzine,Manual,Sedan,1100.0,5
2654,Volkswagen,Tayron,2026.0,Benzine,Automatic,SUV,1400.0,5
544,Daewoo,Lanos,2000.0,Benzine,Manual,Sedan,1500.0,5
2664,Volkswagen,Tiguan,2024.0,Benzine,Automatic,SUV,1400.0,5
542,Daewoo,Lanos,1999.0,Benzine,Manual,Sedan,1500.0,5
592,Daewoo,Nubira,2005.0,Benzine,Manual,Sedan,1600.0,5
590,Daewoo,Nubira,2005.0,Benzine,Automatic,Sedan,1600.0,5
2371,Speranza,A113,2010.0,Benzine,Manual,Hatchback,1300.0,5
399,Chevrolet,Cruze,2016.0,Benzine,Automatic,Sedan,1600.0,5
977,Hyundai,Elantra,2020.0,Benzine,Automatic,Sedan,1600.0,5
409,Chevrolet,Lanos,2011.0,Benzine,Manual,Sedan,1500.0,5
2525,Toyota,Corolla,2022.0,Benzine,Automatic,Sedan,1600.0,4
417,Chevrolet,Lanos,2014.0,Benzine,Manual,Sedan,1500.0,4
757,Fiat,Siena,2000.0,Benzine,Manual,Sedan,1400.0,4
1396,Land Rover,Velar,2024.0,Benzine,Automatic,SUV,2000.0,4
1595,Mercedes-Benz,CLA 200,2024.0,Benzine,Automatic,Sedan,1400.0,4
2521,Toyota,Corolla,2019.0,Benzine,Automatic,Sedan,1600.0,4
826,GAC,EMPOW,2026.0,Benzine,Automatic,Sedan,1500.0,4
2366,Speranza,A113,2008.0,Benzine,Manual,Hatchback,1300.0,4
2252,Seat,Leon,2026.0,Benzine,Automatic,Hatchback,1400.0,4
750,Fiat,Shahin,2005.0,Benzine,Manual,Sedan,1400.0,4
2237,Seat,Ibiza,2019.0,Benzine,Automatic,Hatchback,1600.0,4
2519,Toyota,Corolla,2015.0,Benzine,Automatic,Sedan,1600.0,4
774,Fiat,Tipo,2021.0,Benzine,Automatic,Sedan,1600.0,4
125,BMW,520,2024.0,Benzine,Automatic,Sedan,2000.0,4
2055,Peugeot,508,2022.0,Benzine,Automatic,Sedan,1600.0,4
743,Fiat,Shahin,1996.0,Benzine,Manual,Sedan,1300.0,4
1425,MG,MG 7,2026.0,Benzine,Automatic,Sedan,1500.0,4
2382,Speranza,A516,2009.0,Benzine,Manual,Sedan,1600.0,4
406,Chevrolet,Lanos,2010.0,Benzine,Manual,Sedan,1500.0,4
2245,Seat,Leon,2016.0,Benzine,Automatic,Hatchback,1600.0,4
1607,Mercedes-Benz,E180,2016.0,Benzine,Automatic,Sedan,1600.0,4
136,BMW,530,2019.0,Benzine,Automatic,Sedan,2000.0,4
1767,Mitsubishi,Lancer,1999.0,Benzine,Manual,Sedan,1300.0,4
244,BYD,F3,2025.0,Benzine,Automatic,Sedan,1500.0,4
2037,Peugeot,408,2026.0,Benzine,Automatic,SUV,1600.0,4
1047,Hyundai,Tucson,2019.0,Benzine,Automatic,SUV,1600.0,4
245,BYD,F3,2025.0,Benzine,Manual,Sedan,1500.0,4
1696,Mercedes-Benz,GLC 300,2025.0,Benzine,Automatic,Sports / Coupe,2000.0,4
822,Ford,Mondeo,1998.0,Benzine,Manual,Sedan,1600.0,4
2569,Toyota,Yaris,2008.0,Benzine,Manual,Sedan,1300.0,4
782,Fiat,Uno,1993.0,Benzine,Manual,Hatchback,1000.0,4
1615,Mercedes-Benz,E200,2020.0,Benzine,Automatic,Sedan,2000.0,4
2142,Renault,Kadjar,2018.0,Benzine,Automatic,SUV,1200.0,4
2162,Renault,Logan,2016.0,Benzine,Manual,Sedan,1600.0,4
935,Hyundai,Accent,2006.0,Benzine,Manual,Sedan,1300.0,4
2190,Renault,Megane,2020.0,Benzine,Automatic,Sedan,1600.0,4
2286,Skoda,Felecia,1997.0,Benzine,Manual,Hatchback,1300.0,4
925,Hyundai,Accent,2000.0,Benzine,Manual,Sedan,1300.0,4
2628,Volkswagen,Passat,2007.0,Benzine,Automatic,Sedan,1600.0,4
1538,Mercedes-Benz,C180,2019.0,Benzine,Automatic,Sedan,1500.0,4
877,Haval,H6,2026.0,Benzine,Automatic,SUV,1500.0,4
1960,Opel,Vectra,1997.0,Benzine,Manual,Sedan,1600.0,4
2636,Volkswagen,Passat,2022.0,Benzine,Automatic,Sedan,1400.0,4
440,Chevrolet,Optra,2007.0,Benzine,Manual,Sedan,1600.0,4
1533,Mercedes-Benz,C180,2015.0,Benzine,Automatic,Sedan,1600.0,4
1234,Kia,Pride,1997.0,Benzine,Manual,Hatchback,1100.0,4
1209,Kia,Cerato,2017.0,Benzine,Automatic,Sedan,1600.0,4
2645,Volkswagen,Polo,2001.0,Benzine,Manual,Hatchback,1400.0,4
1470,Mazda,3,2008.0,Benzine,Automatic,Sedan,1600.0,4
1683,Mercedes-Benz,GLC 200,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,4
78,BMW,316,2015.0,Benzine,Automatic,Sedan,1600.0,4
1316,Kia,Sportage,2025.0,Benzine,Automatic,SUV,1600.0,4
2313,Skoda,Kodiaq,2025.0,Benzine,Automatic,SUV,1500.0,4
93,BMW,320,2007.0,Benzine,Automatic,Sedan,2000.0,4
1892,Opel,Astra,2013.0,Benzine,Automatic,Sedan,1600.0,4
2195,Renault,Megane,2023.0,Benzine,Automatic,Sedan,1600.0,4
1730,Mercedes-Benz,S500,2021.0,Benzine,Automatic,Sedan,3000.0,4
1009,Hyundai,I10,2013.0,Benzine,Automatic,Hatchback,1100.0,4
2474,Suzuki,Swift,2026.0,Benzine,Automatic,Hatchback,1200.0,4
518,Cupra,Terramar,2025.0,Benzine,Automatic,SUV,1400.0,4
2141,Renault,Kadjar,2017.0,Benzine,Automatic,SUV,1200.0,4
88,BMW,318,2018.0,Benzine,Automatic,Sedan,1500.0,4
950,Hyundai,Accent,2026.0,Benzine,Automatic,Sedan,1600.0,4
2523,Toyota,Corolla,2021.0,Benzine,Automatic,Sedan,1600.0,3
297,Cadillac,Escalade,2025.0,Benzine,Automatic,4X4,6200.0,3
1313,Kia,Sportage,2024.0,Benzine,Automatic,SUV,1600.0,3
346,Chery,Tiggo 4 Pro,2026.0,Benzine,Automatic,SUV,1500.0,3
1794,Mitsubishi,Pajero,2016.0,Benzine,Automatic,4X4,3800.0,3
654,Fiat,128,1980.0,Benzine,Manual,Sedan,1100.0,3
1379,Land Rover,Range Rover Sport,2021.0,Benzine,Automatic,SUV,2000.0,3
1073,Hyundai,Verna,2008.0,Benzine,Manual,Sedan,1600.0,3
636,Fiat,127,1982.0,Benzine,Manual,Hatchback,900.0,3
2193,Renault,Megane,2022.0,Benzine,Automatic,Sedan,1600.0,3
1128,Jeep,Cherokee,2009.0,Benzine,Automatic,4X4,3700.0,3
1848,Nissan,Sunny,2011.0,Benzine,Automatic,Sedan,1600.0,3
308,Changan,CS55,2026.0,Benzine,Automatic,SUV,1500.0,3
1846,Nissan,Sunny,2010.0,Benzine,Automatic,Sedan,1600.0,3
1784,Mitsubishi,Lancer,2016.0,Benzine,Automatic,Sedan,1600.0,3
2192,Renault,Megane,2022.0,Benzine,Automatic,Sedan,1300.0,3
315,Chery,A11,2006.0,Benzine,Manual,Sedan,1600.0,3
2097,Proton,Saga,2026.0,Benzine,Automatic,Sedan,1300.0,3
595,Daewoo,Nubira,2007.0,Benzine,Automatic,Sedan,1600.0,3
341,Chery,Tiggo 3,2024.0,Benzine,Automatic,SUV,1500.0,3
2372,Speranza,A113,2011.0,Benzine,Manual,Hatchback,1300.0,3
2135,Renault,Fluence,2011.0,Benzine,Automatic,Sedan,1600.0,3
2447,Suzuki,Maruti,2009.0,Benzine,Manual,Hatchback,800.0,3
1321,Kia,Xceed,2025.0,Benzine,Automatic,SUV,1500.0,3
699,Fiat,500X,2026.0,Benzine,Automatic,Hatchback,1400.0,3
2130,Renault,Duster,2019.0,Benzine,Automatic,Hatchback,1600.0,3
1632,Mercedes-Benz,E300,2010.0,Benzine,Automatic,Sedan,3000.0,3
1689,Mercedes-Benz,GLC 300,2023.0,Benzine,Automatic,SUV,2000.0,3
2527,Toyota,Corolla,2024.0,Benzine,Automatic,Sedan,1600.0,3
1773,Mitsubishi,Lancer,2006.0,Benzine,Automatic,Sedan,1600.0,3
1338,Lada,2107,2010.0,Benzine,Manual,Sedan,1600.0,3
1774,Mitsubishi,Lancer,2007.0,Benzine,Automatic,Sedan,1600.0,3
687,Fiat,131,1980.0,Benzine,Manual,Sedan,1300.0,3
2464,Suzuki,Swift,1993.0,Benzine,Manual,Sedan,1300.0,3
579,Daewoo,Nubira,2000.0,Benzine,Automatic,Sedan,1600.0,3
1091,Hyundai,Verna,2015.0,Benzine,Automatic,Sedan,1600.0,3
1090,Hyundai,Verna,2014.0,Natural Gas,Manual,Sedan,1600.0,3
2394,Speranza,Envy,2017.0,Benzine,Manual,Sedan,1500.0,3
2156,Renault,Logan,2014.0,Benzine,Automatic,Sedan,1600.0,3
370,Chevrolet,Aveo,2011.0,Benzine,Manual,Sedan,1500.0,3
2157,Renault,Logan,2014.0,Benzine,Manual,Sedan,1600.0,3
279,Brilliance,FRV,2009.0,Benzine,Manual,Hatchback,1600.0,3
372,Chevrolet,Aveo,2012.0,Benzine,Automatic,Sedan,1500.0,3
718,Fiat,Polonez,1989.0,Benzine,Manual,Hatchback,1500.0,3
2452,Suzuki,Maruti,2013.0,Benzine,Manual,Hatchback,800.0,3
670,Fiat,128,1991.0,Benzine,Manual,Sedan,1300.0,3
1167,Jeep,Wrangler,2015.0,Benzine,Automatic,4X4,3600.0,3
1829,Nissan,Sentra,2020.0,Benzine,Automatic,Sedan,1600.0,3
584,Daewoo,Nubira,2001.0,Benzine,Manual,Sedan,1600.0,3
1084,Hyundai,Verna,2012.0,Benzine,Manual,Sedan,1600.0,3
1609,Mercedes-Benz,E180,2019.0,Benzine,Automatic,Sedan,1600.0,3
2526,Toyota,Corolla,2023.0,Benzine,Automatic,Sedan,1600.0,3
165,BMW,X1,2019.0,Benzine,Automatic,SUV,2000.0,3
1698,Mercedes-Benz,GLC 300,2026.0,Benzine,Automatic,Sports / Coupe,2000.0,3
34,Audi,Q3,2021.0,Benzine,Automatic,SUV,1400.0,3
2659,Volkswagen,Tiguan,2020.0,Benzine,Automatic,SUV,1400.0,3
849,Geely,Emgrand 7,2015.0,Benzine,Manual,Sedan,1500.0,3
104,BMW,320,2020.0,Benzine,Automatic,Sedan,2000.0,3
105,BMW,320,2023.0,Benzine,Automatic,Sedan,1600.0,3
1965,Opel,Vectra,2000.0,Benzine,Automatic,Sedan,2000.0,3
111,BMW,330,2024.0,Benzine,Automatic,Sedan,2000.0,3
1523,Mercedes-Benz,C180,2010.0,Benzine,Automatic,Sedan,1600.0,3
844,Geely,Emgrand 7,2014.0,Benzine,Manual,Sedan,1500.0,3
1230,Kia,Picanto,2015.0,Benzine,Automatic,Hatchback,1300.0,3
1019,Hyundai,IX35,2015.0,Benzine,Automatic,Hatchback,1600.0,3
1020,Hyundai,IX35,2015.0,Benzine,Automatic,SUV,1600.0,3
1207,Kia,Cerato,2015.0,Benzine,Automatic,Sedan,1600.0,3
1210,Kia,Cerato,2018.0,Benzine,Automatic,Sedan,1600.0,3
1211,Kia,Cerato,2019.0,Benzine,Automatic,Sedan,1600.0,3
1024,Hyundai,Matrix,2002.0,Benzine,Automatic,Hatchback,1600.0,3
2671,Volkswagen,Tiguan,2026.0,Benzine,Automatic,SUV,1400.0,3
1977,Peugeot,2008,2021.0,Benzine,Automatic,SUV,1200.0,3
515,Cupra,Leon,2026.0,Benzine,Automatic,Hatchback,1400.0,3
1173,Jetour,Dashing,2026.0,Benzine,Automatic,SUV,1500.0,3
2582,Volkswagen,Beetle,1975.0,Benzine,Manual,Hatchback,1300.0,3
448,Chevrolet,Optra,2010.0,Benzine,Automatic,Sedan,1600.0,3
1532,Mercedes-Benz,C180,2014.0,Benzine,Automatic,Sedan,1600.0,3
2641,Volkswagen,Polo,1998.0,Benzine,Manual,Hatchback,1400.0,3
2638,Volkswagen,Pointer,2004.0,Benzine,Manual,Hatchback,1000.0,3
439,Chevrolet,Optra,2007.0,Benzine,Automatic,Sedan,1600.0,3
1990,Peugeot,3008,2021.0,Benzine,Automatic,SUV,1600.0,3
1719,Mercedes-Benz,GLS,2025.0,Benzine,Automatic,SUV,4000.0,3
1916,Opel,Corsa,2005.0,Benzine,Manual,Sedan,1600.0,3
875,Haval,H6,2022.0,Benzine,Automatic,SUV,1500.0,3
2285,Skoda,Felecia,1996.0,Benzine,Manual,Hatchback,1300.0,3
993,Hyundai,Excel,1997.0,Benzine,Manual,Sedan,1500.0,3
1238,Kia,Rio,2001.0,Benzine,Manual,Sedan,1300.0,3
1543,Mercedes-Benz,C180,2020.0,Benzine,Automatic,Sedan,1600.0,3
1972,Opel,Vectra,2008.0,Benzine,Automatic,Sedan,2200.0,3
447,Chevrolet,Optra,2009.0,Benzine,Manual,Sedan,1600.0,3
1546,Mercedes-Benz,C180,2022.0,Benzine,Automatic,Sedan,1600.0,3
511,Cupra,Formentor,2024.0,Benzine,Automatic,SUV,2000.0,3
1901,Opel,Astra,2020.0,Benzine,Automatic,Sedan,1400.0,3
2040,Peugeot,5008,2020.0,Benzine,Automatic,SUV,1600.0,3
1915,Opel,Corsa,2004.0,Benzine,Manual,Sedan,1600.0,3
414,Chevrolet,Lanos,2013.0,Benzine,Manual,Sedan,1500.0,3
1049,Hyundai,Tucson,2020.0,Benzine,Automatic,SUV,1600.0,3
166,BMW,X1,2020.0,Benzine,Automatic,SUV,1500.0,3
2321,Skoda,Octavia,2000.0,Benzine,Manual,Sedan,1600.0,3
1865,Nissan,Sunny,2023.0,Benzine,Automatic,Sedan,1500.0,3
169,BMW,X1,2025.0,Benzine,Automatic,SUV,1500.0,3
2069,Porsche,Cayenne,2024.0,Benzine,Automatic,SUV,3000.0,3
2072,Porsche,Cayenne,2026.0,Benzine,Automatic,SUV,4000.0,3
1052,Hyundai,Tucson,2021.0,Benzine,Automatic,SUV,1600.0,3
2065,Porsche,Cayenne,2022.0,Benzine,Automatic,Sports / Coupe,4000.0,3
777,Fiat,Tipo,2022.0,Benzine,Automatic,Sedan,1600.0,3
771,Fiat,Tipo,2020.0,Benzine,Automatic,Sedan,1600.0,3
1940,Opel,Insignia,2015.0,Benzine,Automatic,Sedan,1600.0,3
1859,Nissan,Sunny,2020.0,Benzine,Automatic,Sedan,1500.0,3
1857,Nissan,Sunny,2018.0,Benzine,Automatic,Sedan,1500.0,3
759,Fiat,Siena,2002.0,Benzine,Manual,Sedan,1400.0,3
2314,Skoda,Kodiaq,2026.0,Benzine,Automatic,SUV,1400.0,3
1942,Opel,Insignia,2017.0,Benzine,Automatic,Sedan,1600.0,3
403,Chevrolet,Lanos,2009.0,Benzine,Manual,Sedan,1500.0,3
2359,Soueast,S05,2026.0,Benzine,Automatic,Hatchback,1500.0,3
1027,Hyundai,Matrix,2006.0,Benzine,Automatic,Hatchback,1600.0,3
923,Hyundai,Accent,1999.0,Benzine,Manual,Sedan,1500.0,3
1180,Jetour,X70,2026.0,Benzine,Automatic,SUV,1500.0,3
1416,MG,MG 5,2026.0,Benzine,Automatic,Sedan,1500.0,3
1414,MG,MG 5,2022.0,Benzine,Automatic,Sedan,1500.0,3
2565,Toyota,Yaris,2007.0,Benzine,Automatic,Sedan,1300.0,3
793,Ford,Escort,1998.0,Benzine,Manual,Sedan,1300.0,3
2298,Skoda,Kodiaq,2020.0,Benzine,Automatic,SUV,1400.0,2
1742,Mitsubishi,Atrage,2014.0,Benzine,Automatic,Sedan,1200.0,2
586,Daewoo,Nubira,2002.0,Benzine,Manual,Sedan,1600.0,2
2214,Renault,Taliant,2026.0,Benzine,Automatic,Sedan,1000.0,2
1218,Kia,K4,2018.0,Benzine,Automatic,Sedan,1600.0,2
1937,Opel,Grandland,2024.0,Benzine,Automatic,SUV,1600.0,2
605,Daihatsu,Charade,2007.0,Benzine,Automatic,Hatchback,1000.0,2
2220,Seat,Arona,2025.0,Benzine,Automatic,SUV,1600.0,2
1737,Mercedes-Benz,Viano,2025.0,Benzine,Automatic,Van / Bus,2000.0,2
2307,Skoda,Kodiaq,2023.0,Benzine,Automatic,SUV,1500.0,2
1149,Jeep,Renegade,2016.0,Benzine,Automatic,4X4,1400.0,2
1779,Mitsubishi,Lancer,2013.0,Benzine,Automatic,Sedan,1600.0,2
1781,Mitsubishi,Lancer,2014.0,Benzine,Automatic,Sedan,1600.0,2
2316,Skoda,Octavia,1998.0,Benzine,Manual,Sedan,1600.0,2
599,Daewoo,Zaz,2001.0,Benzine,Manual,Sedan,1200.0,2
2221,Seat,Arona,2026.0,Benzine,Automatic,Hatchback,1600.0,2
603,Daihatsu,Charade,1997.0,Benzine,Automatic,Sedan,1300.0,2
2308,Skoda,Kodiaq,2024.0,Benzine,Automatic,SUV,1400.0,2
597,Daewoo,Nubira,2008.0,Benzine,Manual,Sedan,1600.0,2
1212,Kia,Cerato,2022.0,Benzine,Automatic,Sedan,1600.0,2
513,Cupra,Leon,2024.0,Benzine,Automatic,Hatchback,1400.0,2
496,Citroen,C5 Aircross,2020.0,Benzine,Automatic,SUV,1600.0,2
2290,Skoda,Felicia Combi,1996.0,Benzine,Manual,Estate,1300.0,2
2238,Seat,Ibiza,2021.0,Benzine,Automatic,Hatchback,1600.0,2
1166,Jeep,Wrangler,2013.0,Benzine,Automatic,4X4,3600.0,2
2262,Seat,Toledo,2016.0,Benzine,Automatic,Sedan,1600.0,2
2241,Seat,Ibiza,2026.0,Benzine,Automatic,Hatchback,1600.0,2
538,Daewoo,Lanos,1997.0,Benzine,Manual,Sedan,1500.0,2
1763,Mitsubishi,Lancer,1998.0,Benzine,Automatic,Sedan,1500.0,2
1144,Jeep,Grand Cherokee,2024.0,Benzine,Automatic,4X4,3600.0,2
559,Daewoo,Lanos,2006.0,Benzine,Manual,Sedan,1600.0,2
558,Daewoo,Lanos,2006.0,Benzine,Manual,Sedan,1500.0,2
1176,Jetour,T2,2026.0,Benzine,Automatic,Hatchback,1500.0,2
2248,Seat,Leon,2019.0,Benzine,Automatic,Hatchback,1600.0,2
554,Daewoo,Lanos,2005.0,Benzine,Manual,Sedan,1500.0,2
2251,Seat,Leon,2024.0,Benzine,Automatic,Hatchback,1400.0,2
2257,Seat,Toledo,1994.0,Benzine,Manual,Sedan,1600.0,2
1764,Mitsubishi,Lancer,1998.0,Benzine,Manual,Sedan,1300.0,2
2255,Seat,Tarraco,2024.0,Benzine,Automatic,SUV,1400.0,2
547,Daewoo,Lanos,2000.0,Natural Gas,Manual,Sedan,1500.0,2
530,Daewoo,Lacetti,2004.0,Benzine,Automatic,Sedan,1600.0,2
529,Daewoo,Lacetti,2003.0,Benzine,Automatic,Sedan,1600.0,2
569,Daewoo,Nubira,1997.0,Benzine,Automatic,Sedan,1500.0,2
514,Cupra,Leon,2025.0,Benzine,Automatic,Hatchback,1400.0,2
2228,Seat,Ibiza,1994.0,Benzine,Manual,Hatchback,1300.0,2
1777,Mitsubishi,Lancer,2010.0,Benzine,Automatic,Sedan,1600.0,2
500,Citroen,DS4,2023.0,Benzine,Automatic,Hatchback,1600.0,2
1197,Kia,Carnival,2024.0,Hybrid,Automatic,SUV,1600.0,2
2284,Skoda,Felecia,1995.0,Benzine,Manual,Hatchback,1300.0,2
2281,Skoda,Favorit,1994.0,Benzine,Manual,Hatchback,1300.0,2
1162,Jeep,Wrangler,2010.0,Benzine,Automatic,4X4,3800.0,2
2277,Skoda,Fantasia,2011.0,Benzine,Automatic,Sedan,1600.0,2
570,Daewoo,Nubira,1997.0,Benzine,Manual,Sedan,1600.0,2
2276,Skoda,Fantasia,2010.0,Benzine,Automatic,Sedan,2000.0,2
574,Daewoo,Nubira,1999.0,Benzine,Automatic,Sedan,1600.0,2
2235,Seat,Ibiza,2014.0,Benzine,Automatic,Hatchback,1600.0,2
2275,Skoda,Fabia,2009.0,Benzine,Automatic,Hatchback,1600.0,2
1191,Kia,Carens,2011.0,Benzine,Automatic,Hatchback,1600.0,2
1186,Kaiyi,X3 Pro,2026.0,Benzine,Automatic,SUV,1500.0,2
1757,Mitsubishi,Lancer,1993.0,Benzine,Manual,Sedan,1300.0,2
2213,Renault,Scala,2011.0,Benzine,Automatic,Sedan,1600.0,2
1732,Mercedes-Benz,S580,2023.0,Benzine,Automatic,Sedan,4000.0,2
2209,Renault,Sandero Stepway,2019.0,Benzine,Automatic,Hatchback,1600.0,2
1898,Opel,Astra,2018.0,Benzine,Automatic,Sedan,1600.0,2
2027,Peugeot,405,2007.0,Benzine,Manual,Sedan,1600.0,2
1890,Opel,Astra,2010.0,Benzine,Automatic,Hatchback,1600.0,2
1014,Hyundai,I30,2026.0,Benzine,Automatic,Sedan,1500.0,2
1010,Hyundai,I10,2016.0,Benzine,Automatic,Hatchback,1100.0,2
2019,Peugeot,405,1993.0,Benzine,Manual,Sedan,1600.0,2
1005,Hyundai,I10,2010.0,Benzine,Manual,Hatchback,1100.0,2
1899,Opel,Astra,2019.0,Benzine,Automatic,Sedan,1400.0,2
990,Hyundai,Excel,1997.0,Benzine,Manual,Hatchback,1300.0,2
1000,Hyundai,Getz,2007.0,Benzine,Automatic,Hatchback,1600.0,2
2009,Peugeot,307 SW,2006.0,Benzine,Automatic,Hatchback,1600.0,2
860,Geely,Emgrand X7,2019.0,Benzine,Automatic,SUV,1500.0,2
1902,Opel,Astra,2021.0,Benzine,Automatic,Sedan,1400.0,2
1905,Opel,Corsa,1994.0,Benzine,Manual,Hatchback,1200.0,2
2002,Peugeot,307,2006.0,Benzine,Automatic,Hatchback,1600.0,2
1887,Opel,Astra,2008.0,Benzine,Automatic,Hatchback,1600.0,2
2034,Peugeot,406,2004.0,Benzine,Automatic,Sedan,2000.0,2
828,GAC,EMZOOM,2026.0,Benzine,Automatic,SUV,1500.0,2
1884,Opel,Astra,2007.0,Benzine,Automatic,Hatchback,1800.0,2
