vehicle_id,brand,model,year,fuel_type,transmission,body_type,engine_capacity,scraped_at
Renault_Logan_2016_Benzine_Manual_Sedan_1600.0,Renault,Logan,2016,Benzine,Manual,Sedan,1600.0,2026-01-17 05:16:02
Seat_Arona_2022_Benzine_Automatic_Sedan_1000.0,Seat,Arona,2022,Benzine,Automatic,Sedan,1000.0,2026-01-17 05:16:13
Mitsubishi_Eclipse_2026_Benzine_Automatic_SUV_nan,Mitsubishi,Eclipse,2026,Benzine,Automatic,SUV,,2026-01-17 05:16:21
Hyundai_Elantra_2022_Benzine_Automatic_Sedan_1600.0,Hyundai,Elantra,2022,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:16:31
Fiat_Shahin_2001_Benzine_Manual_Sedan_1400.0,Fiat,Shahin,2001,Benzine,Manual,Sedan,1400.0,2026-01-17 05:16:39
Honda_City_2016_Benzine_Automatic_Sedan_1500.0,Honda,City,2016,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:17:00
Toyota_Corolla_2014_Benzine_Automatic_Sedan_1600.0,Toyota,Corolla,2014,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:17:22
BMW_X3 M_2019_Benzine_Automatic_SUV_nan,BMW,X3 M,2019,Benzine,Automatic,SUV,,2026-01-17 05:17:32
BMW_218_2024_Benzine_Automatic_Sedan_1499.0,BMW,218,2024,Benzine,Automatic,Sedan,1499.0,2026-01-17 05:18:00
Renault_Duster_2019_Benzine_Automatic_Hatchback_1600.0,Renault,Duster,2019,Benzine,Automatic,Hatchback,1600.0,2026-01-17 05:18:16
Mercedes-Benz_EQE 350_2023_Electric_Automatic_Sedan_nan,Mercedes-Benz,EQE 350,2023,Electric,Automatic,Sedan,,2026-01-17 05:18:23
Daewoo_Lanos_1999_Benzine_Manual_Sedan_1400.0,Daewoo,Lanos,1999,Benzine,Manual,Sedan,1400.0,2026-01-17 05:18:40
Seat_Cordoba_2007_Benzine_Automatic_Sedan_1400.0,Seat,Cordoba,2007,Benzine,Automatic,Sedan,1400.0,2026-01-17 05:19:07
Jac_A13_2013_Benzine_Manual_Hatchback_1300.0,Jac,A13,2013,Benzine,Manual,Hatchback,1300.0,2026-01-17 05:19:14
Volkswagen_Tiguan_2025_Benzine_Automatic_SUV_1600.0,Volkswagen,Tiguan,2025,Benzine,Automatic,SUV,1600.0,2026-01-17 05:19:29
Skoda_Superb_2014_Benzine_Automatic_Sedan_1400.0,Skoda,Superb,2014,Benzine,Automatic,Sedan,1400.0,2026-01-17 05:19:39
Toyota_Corolla_2022_Benzine_Automatic_Sedan_1550.0,Toyota,Corolla,2022,Benzine,Automatic,Sedan,1550.0,2026-01-17 05:19:51
Audi_Q3_2025_Benzine_Automatic_Hatchback_1500.0,Audi,Q3,2025,Benzine,Automatic,Hatchback,1500.0,2026-01-17 05:20:02
Cadillac_Escalade_2026_Benzine_Automatic_SUV_6200.0,Cadillac,Escalade,2026,Benzine,Automatic,SUV,6200.0,2026-01-17 05:20:26
Xiaomi_YU7_2025_Electric_Automatic_Hatchback_nan,Xiaomi,YU7,2025,Electric,Automatic,Hatchback,,2026-01-17 05:20:36
Chery_Arrizo 5 pro_2026_Benzine_Automatic_Sedan_1500.0,Chery,Arrizo 5 pro,2026,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:21:12
Mercedes-Benz_CLA 200_2025_Benzine_Automatic_Sedan_1300.0,Mercedes-Benz,CLA 200,2025,Benzine,Automatic,Sedan,1300.0,2026-01-17 05:21:24
Hyundai_Tucson_2025_Benzine_Automatic_Hatchback_nan,Hyundai,Tucson,2025,Benzine,Automatic,Hatchback,,2026-01-17 05:21:32
Mercedes-Benz_C200_2022_Benzine_Automatic_Sedan_1600.0,Mercedes-Benz,C200,2022,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:21:42
Chevrolet_Lanos_2014_Hybrid_Manual_Sedan_1500.0,Chevrolet,Lanos,2014,Hybrid,Manual,Sedan,1500.0,2026-01-17 05:21:56
Suzuki_S-Presso_2021_Benzine_Manual_Hatchback_999.0,Suzuki,S-Presso,2021,Benzine,Manual,Hatchback,999.0,2026-01-17 05:22:03
Hyundai_Verna_2008_Benzine_Automatic_Sedan_1600.0,Hyundai,Verna,2008,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:22:12
Zeekr_007_2024_Electric_Automatic_Sedan_nan,Zeekr,007,2024,Electric,Automatic,Sedan,,2026-01-17 05:22:19
Daihatsu_Terios_1999_Benzine_Manual_Hatchback_1300.0,Daihatsu,Terios,1999,Benzine,Manual,Hatchback,1300.0,2026-01-17 05:22:27
Citroen_C4X_2025_Benzine_Automatic_Sports / Coupe_1200.0,Citroen,C4X,2025,Benzine,Automatic,Sports / Coupe,1200.0,2026-01-17 05:22:36
Fiat_128_1986_Benzine_Manual_Sedan_1300.0,Fiat,128,1986,Benzine,Manual,Sedan,1300.0,2026-01-17 05:22:50
Mercedes-Benz_200_2023_Benzine_Automatic_Sedan_nan,Mercedes-Benz,200,2023,Benzine,Automatic,Sedan,,2026-01-17 05:23:17
Changan_Benni mini_2013_Benzine_Automatic_Hatchback_1200.0,Changan,Benni mini,2013,Benzine,Automatic,Hatchback,1200.0,2026-01-17 05:23:24
BMW_116_2015_Benzine_Automatic_Sedan_1600.0,BMW,116,2015,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:23:34
BYD_F3_2016_Benzine_Manual_Sedan_1550.0,BYD,F3,2016,Benzine,Manual,Sedan,1550.0,2026-01-17 05:23:41
Nissan_Sentra_2024_Benzine_Automatic_Sedan_1500.0,Nissan,Sentra,2024,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:23:48
Peugeot_408_2026_Benzine_Automatic_SUV_1600.0,Peugeot,408,2026,Benzine,Automatic,SUV,1600.0,2026-01-17 05:24:07
Hyundai_Avante_2011_Benzine_Automatic_Sedan_1600.0,Hyundai,Avante,2011,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:24:13
XPeng_G9_2024_Electric_Automatic_SUV_nan,XPeng,G9,2024,Electric,Automatic,SUV,,2026-01-17 05:24:23
MG_MG 5_2026_Benzine_Automatic_Sedan_1500.0,MG,MG 5,2026,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:24:47
Xiaomi_YU7_2025_Electric_Automatic_SUV_1000.0,Xiaomi,YU7,2025,Electric,Automatic,SUV,1000.0,2026-01-17 05:24:57
Peugeot_208_2015_Benzine_Automatic_Hatchback_1600.0,Peugeot,208,2015,Benzine,Automatic,Hatchback,1600.0,2026-01-17 05:25:26
Great Wall_C30_2014_Natural Gas_Automatic_Sedan_1497.0,Great Wall,C30,2014,Natural Gas,Automatic,Sedan,1497.0,2026-01-17 05:25:37
Seat_Tarraco_2024_Benzine_Automatic_SUV_1500.0,Seat,Tarraco,2024,Benzine,Automatic,SUV,1500.0,2026-01-17 05:25:54
Audi_A3_2017_Benzine_Automatic_Hatchback_1400.0,Audi,A3,2017,Benzine,Automatic,Hatchback,1400.0,2026-01-17 05:26:06
Kia_Sephia_2000_Benzine_Automatic_Sedan_1400.0,Kia,Sephia,2000,Benzine,Automatic,Sedan,1400.0,2026-01-17 05:26:13
Kia_Cerato_2018_Benzine_Automatic_Sedan_1600.0,Kia,Cerato,2018,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:26:35
Fiat_132_1976_Benzine_Manual_Sedan_1600.0,Fiat,132,1976,Benzine,Manual,Sedan,1600.0,2026-01-17 05:26:42
Suzuki_Swift_1996_Benzine_Manual_Sedan_1300.0,Suzuki,Swift,1996,Benzine,Manual,Sedan,1300.0,2026-01-17 05:26:49
Fiat_128_1992_Benzine_Manual_Sedan_1300.0,Fiat,128,1992,Benzine,Manual,Sedan,1300.0,2026-01-17 05:27:08
Mercedes-Benz_EQA 260_2025_Benzine_Automatic_SUV_nan,Mercedes-Benz,EQA 260,2025,Benzine,Automatic,SUV,,2026-01-17 05:27:19
Skoda_Octavia_2022_Benzine_Automatic_Sedan_1600.0,Skoda,Octavia,2022,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:27:32
Daihatsu_Terios_2009_Benzine_Automatic_SUV_1500.0,Daihatsu,Terios,2009,Benzine,Automatic,SUV,1500.0,2026-01-17 05:27:39
Daewoo_Lanos_2000_Natural Gas_Manual_Sedan_1500.0,Daewoo,Lanos,2000,Natural Gas,Manual,Sedan,1500.0,2026-01-17 05:27:46
GAC_EMKOO_2025_Benzine_Automatic_SUV_1500.0,GAC,EMKOO,2025,Benzine,Automatic,SUV,1500.0,2026-01-17 05:27:56
nan_nan_<NA>_Natural Gas (1)_Manual (9)_SUV_nan,,,,Natural Gas (1),Manual (9),SUV,,2026-01-17 05:28:15
Volkswagen_Passat_2006_Benzine_Automatic_Sedan_2000.0,Volkswagen,Passat,2006,Benzine,Automatic,Sedan,2000.0,2026-01-17 05:28:24
Mercedes-Benz_200_1978_Benzine_Manual_Sedan_2000.0,Mercedes-Benz,200,1978,Benzine,Manual,Sedan,2000.0,2026-01-17 05:29:21
Audi_Q3_2015_Benzine_Automatic_SUV_1400.0,Audi,Q3,2015,Benzine,Automatic,SUV,1400.0,2026-01-17 05:29:42
Suzuki_Vitara_2000_Benzine_Automatic_SUV_2000.0,Suzuki,Vitara,2000,Benzine,Automatic,SUV,2000.0,2026-01-17 05:29:50
Volkswagen_Golf_2017_Benzine_Automatic_Hatchback_1200.0,Volkswagen,Golf,2017,Benzine,Automatic,Hatchback,1200.0,2026-01-17 05:30:01
Mercedes-Benz_AMG GT_2026_Benzine_Automatic_Sedan_nan,Mercedes-Benz,AMG GT,2026,Benzine,Automatic,Sedan,,2026-01-17 05:30:08
BYD_F3_2019_Benzine_Manual_Sedan_1500.0,BYD,F3,2019,Benzine,Manual,Sedan,1500.0,2026-01-17 05:30:18
Suzuki_Maruti_1995_Benzine_Manual_Hatchback_nan,Suzuki,Maruti,1995,Benzine,Manual,Hatchback,,2026-01-17 05:30:34
BMW_520_2021_Benzine_Automatic_Sedan_1600.0,BMW,520,2021,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:30:47
Opel_Astra_2008_Benzine_Automatic_Hatchback_1600.0,Opel,Astra,2008,Benzine,Automatic,Hatchback,1600.0,2026-01-17 05:30:57
Chery_Tiggo 4 Pro_2026_Benzine_Automatic_Hatchback_1500.0,Chery,Tiggo 4 Pro,2026,Benzine,Automatic,Hatchback,1500.0,2026-01-17 05:31:20
MG_RX5_2020_Benzine_Automatic_SUV_1500.0,MG,RX5,2020,Benzine,Automatic,SUV,1500.0,2026-01-17 05:31:31
Daewoo_Cielo_1996_Benzine_Manual_Sedan_1500.0,Daewoo,Cielo,1996,Benzine,Manual,Sedan,1500.0,2026-01-17 05:31:46
Suzuki_Van_2015_Benzine_Manual_Van / Bus_1300.0,Suzuki,Van,2015,Benzine,Manual,Van / Bus,1300.0,2026-01-17 05:31:53
Mercedes-Benz_S580_2023_Benzine_Automatic_Sedan_4000.0,Mercedes-Benz,S580,2023,Benzine,Automatic,Sedan,4000.0,2026-01-17 05:32:04
Chery_Tiggo 3_2023_Benzine_Automatic_SUV_nan,Chery,Tiggo 3,2023,Benzine,Automatic,SUV,,2026-01-17 05:32:12
Volkswagen_Golf_1994_Benzine_Automatic_Hatchback_nan,Volkswagen,Golf,1994,Benzine,Automatic,Hatchback,,2026-01-17 05:32:19
Renault_Austral_2025_Benzine_Automatic_SUV_1300.0,Renault,Austral,2025,Benzine,Automatic,SUV,1300.0,2026-01-17 05:32:26
Porsche_Cayenne_2026_Benzine_Automatic_SUV_4000.0,Porsche,Cayenne,2026,Benzine,Automatic,SUV,4000.0,2026-01-17 05:32:35
Kia_Picanto_2008_Benzine_Manual_Hatchback_1100.0,Kia,Picanto,2008,Benzine,Manual,Hatchback,1100.0,2026-01-17 05:32:44
Chevrolet_Pickup/Dababa_1999_Diesel_Manual_Pickup_2500.0,Chevrolet,Pickup/Dababa,1999,Diesel,Manual,Pickup,2500.0,2026-01-17 05:33:04
Kia_Shuma_2000_Benzine_Automatic_Sedan_1500.0,Kia,Shuma,2000,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:33:11
Changan_Benni mini_2017_Benzine_Automatic_Hatchback_1000.0,Changan,Benni mini,2017,Benzine,Automatic,Hatchback,1000.0,2026-01-17 05:33:18
Skoda_Kodiaq_2020_Benzine_Automatic_SUV_1600.0,Skoda,Kodiaq,2020,Benzine,Automatic,SUV,1600.0,2026-01-17 05:33:39
Hyundai_Verna_2010_Benzine_Manual_Sedan_1599.0,Hyundai,Verna,2010,Benzine,Manual,Sedan,1599.0,2026-01-17 05:33:48
Ford_Bronco Raptor_2024_Benzine_Automatic_SUV_3000.0,Ford,Bronco Raptor,2024,Benzine,Automatic,SUV,3000.0,2026-01-17 05:34:22
Hyundai_Excel_1996_Benzine_Manual_Sedan_1500.0,Hyundai,Excel,1996,Benzine,Manual,Sedan,1500.0,2026-01-17 05:34:52
Hyundai_Coupe_2013_Benzine_Automatic_Sedan_1600.0,Hyundai,Coupe,2013,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:34:59
Mercedes-Benz_GLC 300_2020_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,GLC 300,2020,Benzine,Automatic,Sedan,2000.0,2026-01-17 05:35:11
Fiat_Punto_2009_Diesel_Manual_Hatchback_nan,Fiat,Punto,2009,Diesel,Manual,Hatchback,,2026-01-17 05:35:18
BMW_530_2018_Benzine_Automatic_Sedan_2000.0,BMW,530,2018,Benzine,Automatic,Sedan,2000.0,2026-01-17 05:35:40
Daewoo_Lanos_2009_Benzine_Manual_Sedan_1300.0,Daewoo,Lanos,2009,Benzine,Manual,Sedan,1300.0,2026-01-17 05:35:47
Daewoo_Lanos_1997_Benzine_Automatic_Sedan_1600.0,Daewoo,Lanos,1997,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:36:21
Skoda_Superb_2023_Benzine_Automatic_Sedan_1400.0,Skoda,Superb,2023,Benzine,Automatic,Sedan,1400.0,2026-01-17 05:36:32
Opel_Astra_2007_Benzine_Automatic_Hatchback_1600.0,Opel,Astra,2007,Benzine,Automatic,Hatchback,1600.0,2026-01-17 05:36:39
Nissan_Sunny_2015_Benzine_Automatic_Sedan_1600.0,Nissan,Sunny,2015,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:36:49
Kia_Carens_2010_Benzine_Automatic_Estate_1600.0,Kia,Carens,2010,Benzine,Automatic,Estate,1600.0,2026-01-17 05:37:08
Nissan_Sunny_2023_Benzine_Automatic_Sedan_1600.0,Nissan,Sunny,2023,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:37:19
Chery_Tiggo 8 Pro_2024_Benzine_Automatic_Estate_nan,Chery,Tiggo 8 Pro,2024,Benzine,Automatic,Estate,,2026-01-17 05:37:35
Opel_Insignia_2019_Hybrid_Automatic_Sedan_nan,Opel,Insignia,2019,Hybrid,Automatic,Sedan,,2026-01-17 05:37:44
BMW_X4_2017_Benzine_Automatic_SUV_nan,BMW,X4,2017,Benzine,Automatic,SUV,,2026-01-17 05:37:53
Mercedes-Benz_C250_2011_Benzine_Automatic_Sedan_nan,Mercedes-Benz,C250,2011,Benzine,Automatic,Sedan,,2026-01-17 05:38:03
BMW_X5_2024_Benzine_Automatic_SUV_4400.0,BMW,X5,2024,Benzine,Automatic,SUV,4400.0,2026-01-17 05:38:35
Volkswagen_Golf_1991_Benzine_Manual_Hatchback_1600.0,Volkswagen,Golf,1991,Benzine,Manual,Hatchback,1600.0,2026-01-17 05:38:43
Changhe_Super Panda_2013_Benzine_Manual_Estate_900.0,Changhe,Super Panda,2013,Benzine,Manual,Estate,900.0,2026-01-17 05:39:12
Chevrolet_Aveo_2016_Benzine_Manual_Sedan_nan,Chevrolet,Aveo,2016,Benzine,Manual,Sedan,,2026-01-17 05:39:40
BMW_318_2019_Benzine_Automatic_Sedan_1600.0,BMW,318,2019,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:39:48
Mercedes-Benz_GLA 200_2026_Benzine_Automatic_SUV_nan,Mercedes-Benz,GLA 200,2026,Benzine,Automatic,SUV,,2026-01-17 05:39:56
Dongfeng_Box_2026_Electric_Automatic_Hatchback_nan,Dongfeng,Box,2026,Electric,Automatic,Hatchback,,2026-01-17 05:40:03
Opel_Vectra_1994_Benzine_Automatic_Sedan_2000.0,Opel,Vectra,1994,Benzine,Automatic,Sedan,2000.0,2026-01-17 05:40:10
Renault_Clio_1997_Benzine_Manual_Hatchback_nan,Renault,Clio,1997,Benzine,Manual,Hatchback,,2026-01-17 05:40:19
Peugeot_508_2015_Benzine_Automatic_Sedan_1600.0,Peugeot,508,2015,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:40:47
Fiat_Siena_2002_Benzine_Manual_Sedan_1400.0,Fiat,Siena,2002,Benzine,Manual,Sedan,1400.0,2026-01-17 05:40:53
Kia_Sportage_2014_Benzine_Automatic_SUV_1600.0,Kia,Sportage,2014,Benzine,Automatic,SUV,1600.0,2026-01-17 05:41:09
Chevrolet_Aveo_2010_Benzine_Automatic_Sedan_1500.0,Chevrolet,Aveo,2010,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:41:18
Daewoo_Nubira_1999_Natural Gas_Manual_Sedan_1600.0,Daewoo,Nubira,1999,Natural Gas,Manual,Sedan,1600.0,2026-01-17 05:41:28
Renault_Logan MCV_2012_Benzine_Automatic_Van / Bus_nan,Renault,Logan MCV,2012,Benzine,Automatic,Van / Bus,,2026-01-17 05:41:36
Fiat_Florida_2006_Benzine_Manual_Hatchback_1400.0,Fiat,Florida,2006,Benzine,Manual,Hatchback,1400.0,2026-01-17 05:41:55
BYD_F3_2011_Natural Gas_Manual_Sedan_1600.0,BYD,F3,2011,Natural Gas,Manual,Sedan,1600.0,2026-01-17 05:42:05
Renault_Sandero Stepway_2015_Benzine_Manual_Hatchback_1600.0,Renault,Sandero Stepway,2015,Benzine,Manual,Hatchback,1600.0,2026-01-17 05:42:14
BYD_F3_2016_Natural Gas_Manual_Sedan_1600.0,BYD,F3,2016,Natural Gas,Manual,Sedan,1600.0,2026-01-17 05:42:36
Peugeot_3008_2020_Benzine_Automatic_SUV_1600.0,Peugeot,3008,2020,Benzine,Automatic,SUV,1600.0,2026-01-17 05:42:43
Citroen_C4 Picasso_2012_Benzine_Automatic_SUV_1600.0,Citroen,C4 Picasso,2012,Benzine,Automatic,SUV,1600.0,2026-01-17 05:42:50
Speranza_A113_2009_Benzine_Manual_Sedan_1300.0,Speranza,A113,2009,Benzine,Manual,Sedan,1300.0,2026-01-17 05:43:12
MG_MG 5_2020_Benzine_Automatic_Sedan_1400.0,MG,MG 5,2020,Benzine,Automatic,Sedan,1400.0,2026-01-17 05:43:25
BMW_520_1990_Benzine_Automatic_Sedan_2500.0,BMW,520,1990,Benzine,Automatic,Sedan,2500.0,2026-01-17 05:43:47
Audi_A4_2019_Benzine_Automatic_Sedan_nan,Audi,A4,2019,Benzine,Automatic,Sedan,,2026-01-17 05:43:56
Land Rover_Range Rover Sport SVR_2020_Benzine_Automatic_SUV_5000.0,Land Rover,Range Rover Sport SVR,2020,Benzine,Automatic,SUV,5000.0,2026-01-17 05:44:09
Hyundai_Verna_2015_Benzine_Automatic_Sedan_1600.0,Hyundai,Verna,2015,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:44:32
Renault_Logan_2011_Benzine_Manual_Sedan_1600.0,Renault,Logan,2011,Benzine,Manual,Sedan,1600.0,2026-01-17 05:44:39
Kia_Carens_2010_Benzine_Automatic_Sports / Coupe_nan,Kia,Carens,2010,Benzine,Automatic,Sports / Coupe,,2026-01-17 05:45:23
GMC_Sierra_2021_Benzine_Automatic_Pickup_5300.0,GMC,Sierra,2021,Benzine,Automatic,Pickup,5300.0,2026-01-17 05:45:31
Jetour_T2_2025_Benzine_Automatic_SUV_1500.0,Jetour,T2,2025,Benzine,Automatic,SUV,1500.0,2026-01-17 05:45:41
Daewoo_Nubira_2000_Benzine_Automatic_Sedan_1500.0,Daewoo,Nubira,2000,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:45:48
ROX_01_2026_Hybrid_Automatic_SUV_nan,ROX,01,2026,Hybrid,Automatic,SUV,,2026-01-17 05:45:57
Kia_Cerato_2021_Benzine_Automatic_Sedan_nan,Kia,Cerato,2021,Benzine,Automatic,Sedan,,2026-01-17 05:46:18
Hyundai_Verna_2010_Benzine_Automatic_Sedan_1600.0,Hyundai,Verna,2010,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:46:28
Opel_Vectra_1997_Benzine_Automatic_Sedan_2000.0,Opel,Vectra,1997,Benzine,Automatic,Sedan,2000.0,2026-01-17 05:46:35
Daewoo_Nubira_2005_Benzine_Manual_Sedan_1550.0,Daewoo,Nubira,2005,Benzine,Manual,Sedan,1550.0,2026-01-17 05:46:44
Peugeot_406_1998_Benzine_Manual_Sedan_1800.0,Peugeot,406,1998,Benzine,Manual,Sedan,1800.0,2026-01-17 05:47:47
Lada_2107_2008_Benzine_Manual_Sedan_1600.0,Lada,2107,2008,Benzine,Manual,Sedan,1600.0,2026-01-17 05:47:55
Fiat_Shahin_1996_Benzine_Manual_Sedan_1300.0,Fiat,Shahin,1996,Benzine,Manual,Sedan,1300.0,2026-01-17 05:48:02
Mercedes-Benz_S500_2021_Benzine_Automatic_Sedan_3000.0,Mercedes-Benz,S500,2021,Benzine,Automatic,Sedan,3000.0,2026-01-17 05:48:13
Kia_Sorento_2025_Hybrid_Automatic_SUV_nan,Kia,Sorento,2025,Hybrid,Automatic,SUV,,2026-01-17 05:48:22
Kia_Carnival_2025_Hybrid_Automatic_Van / Bus_1600.0,Kia,Carnival,2025,Hybrid,Automatic,Van / Bus,1600.0,2026-01-17 05:48:34
Renault_Taliant_2025_Benzine_Automatic_Sedan_nan,Renault,Taliant,2025,Benzine,Automatic,Sedan,,2026-01-17 05:48:46
Haval_Jolion_2022_Benzine_Automatic_Hatchback_nan,Haval,Jolion,2022,Benzine,Automatic,Hatchback,,2026-01-17 05:49:36
Hyundai_I10_2012_Benzine_Automatic_Hatchback_1100.0,Hyundai,I10,2012,Benzine,Automatic,Hatchback,1100.0,2026-01-17 05:50:04
Changan_Benni mini_2015_Benzine_Manual_Hatchback_1600.0,Changan,Benni mini,2015,Benzine,Manual,Hatchback,1600.0,2026-01-17 05:50:11
Proton_Wira_2006_Benzine_Manual_Sedan_1500.0,Proton,Wira,2006,Benzine,Manual,Sedan,1500.0,2026-01-17 05:50:19
Citroen_C Elysee_2020_Benzine_Automatic_Sedan_nan,Citroen,C Elysee,2020,Benzine,Automatic,Sedan,,2026-01-17 05:50:29
MG_ZS_2025_Benzine_Automatic_Hatchback_1500.0,MG,ZS,2025,Benzine,Automatic,Hatchback,1500.0,2026-01-17 05:51:18
Opel_Crossland_2020_Benzine_Automatic_SUV_1200.0,Opel,Crossland,2020,Benzine,Automatic,SUV,1200.0,2026-01-17 05:51:29
Xiaomi_YU7_2025_Electric_Automatic_Sports / Coupe_nan,Xiaomi,YU7,2025,Electric,Automatic,Sports / Coupe,,2026-01-17 05:51:46
Jeep_Cherokee_2016_Benzine_Automatic_SUV_nan,Jeep,Cherokee,2016,Benzine,Automatic,SUV,,2026-01-17 05:51:56
Chevrolet_Spark_2009_Benzine_Manual_Hatchback_nan,Chevrolet,Spark,2009,Benzine,Manual,Hatchback,,2026-01-17 05:52:04
BYD_Leopard 3_2025_Electric_Automatic_Hatchback_nan,BYD,Leopard 3,2025,Electric,Automatic,Hatchback,,2026-01-17 05:52:20
BYD_F3_2023_Benzine_Manual_Sedan_1600.0,BYD,F3,2023,Benzine,Manual,Sedan,1600.0,2026-01-17 05:52:34
Jeep_Wrangler_2015_Benzine_Automatic_SUV_3600.0,Jeep,Wrangler,2015,Benzine,Automatic,SUV,3600.0,2026-01-17 05:52:44
Hyundai_Accent_2012_Benzine_Manual_Sedan_nan,Hyundai,Accent,2012,Benzine,Manual,Sedan,,2026-01-17 05:53:09
Hyundai_Excel_1997_Benzine_Manual_Sedan_1500.0,Hyundai,Excel,1997,Benzine,Manual,Sedan,1500.0,2026-01-17 05:53:15
Chery_A5_2007_Benzine_Manual_Sedan_1600.0,Chery,A5,2007,Benzine,Manual,Sedan,1600.0,2026-01-17 05:53:23
Mercedes-Benz_C200_2025_Benzine_Automatic_Sedan_1500.0,Mercedes-Benz,C200,2025,Benzine,Automatic,Sedan,1500.0,2026-01-17 05:53:42
Suzuki_Van_2014_Benzine_Manual_Van / Bus_1300.0,Suzuki,Van,2014,Benzine,Manual,Van / Bus,1300.0,2026-01-17 05:54:02
Fiat_Siena_2002_Diesel_Manual_Sedan_1400.0,Fiat,Siena,2002,Diesel,Manual,Sedan,1400.0,2026-01-17 05:54:19
Volkswagen_Polo_1999_Benzine_Manual_Hatchback_1600.0,Volkswagen,Polo,1999,Benzine,Manual,Hatchback,1600.0,2026-01-17 05:54:26
Renault_Megane_2001_Benzine_Automatic_Sedan_1600.0,Renault,Megane,2001,Benzine,Automatic,Sedan,1600.0,2026-01-17 05:54:35
Fiat_Other_2025_Electric_Automatic_Van / Bus_nan,Fiat,Other,2025,Electric,Automatic,Van / Bus,,2026-01-17 05:54:48
Fiat_131_1978_Benzine_Manual_Sedan_1300.0,Fiat,131,1978,Benzine,Manual,Sedan,1300.0,2026-01-17 05:54:56
Renault_Dacia_1997_Benzine_Manual_Sedan_nan,Renault,Dacia,1997,Benzine,Manual,Sedan,,2026-01-17 05:55:03
Mitsubishi_Outlander_2025_Benzine_Automatic_SUV_1600.0,Mitsubishi,Outlander,2025,Benzine,Automatic,SUV,1600.0,2026-01-17 10:35:20
Fiat_Shahin_2007_Benzine_Manual_Sedan_1400.0,Fiat,Shahin,2007,Benzine,Manual,Sedan,1400.0,2026-01-17 10:41:48
Rolls Royce_Spectre_2023_Electric_Automatic_Sports / Coupe_nan,Rolls Royce,Spectre,2023,Electric,Automatic,Sports / Coupe,,2026-01-17 10:43:10
Volkswagen_Jetta_2007_Benzine_Automatic_Sedan_2000.0,Volkswagen,Jetta,2007,Benzine,Automatic,Sedan,2000.0,2026-01-17 10:43:36
BYD_Sealion 6_2025_Electric_Automatic_Sedan_nan,BYD,Sealion 6,2025,Electric,Automatic,Sedan,,2026-01-17 10:46:04
Kia_Carnival_2026_Hybrid_Automatic_Van / Bus_1600.0,Kia,Carnival,2026,Hybrid,Automatic,Van / Bus,1600.0,2026-01-17 10:46:19
Mercedes-Benz_GLC 300_2025_Benzine_Automatic_Sedan_2000.0,Mercedes-Benz,GLC 300,2025,Benzine,Automatic,Sedan,2000.0,2026-01-17 10:47:07
Renault_Kardian_2026_Benzine_Automatic_SUV_nan,Renault,Kardian,2026,Benzine,Automatic,SUV,,2026-01-17 10:47:37
GMC_Hummer EV_2024_Electric_Automatic_SUV_nan,GMC,Hummer EV,2024,Electric,Automatic,SUV,,2026-01-17 10:49:17
Proton_Wira_2000_Benzine_Manual_Sedan_1300.0,Proton,Wira,2000,Benzine,Manual,Sedan,1300.0,2026-01-17 10:50:53
Jeep_Grand Cherokee_2023_Benzine_Automatic_Estate_3600.0,Jeep,Grand Cherokee,2023,Benzine,Automatic,Estate,3600.0,2026-01-17 10:52:13
Nissan_Juke_2021_Benzine_Automatic_SUV_nan,Nissan,Juke,2021,Benzine,Automatic,SUV,,2026-01-17 10:52:37
GMC_Terrain_2026_Benzine_Automatic_SUV_1600.0,GMC,Terrain,2026,Benzine,Automatic,SUV,1600.0,2026-01-17 10:52:49
Volkswagen_ID7_2024_Electric_Automatic_Sedan_nan,Volkswagen,ID7,2024,Electric,Automatic,Sedan,,2026-01-17 10:53:20
Chrysler_C300_2012_Benzine_Automatic_Sedan_5700.0,Chrysler,C300,2012,Benzine,Automatic,Sedan,5700.0,2026-01-17 10:53:39
